Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
48.01153 ; 0.521427
48.05498 ; 0.488262
48.09096 ; 0.463248
48.13369 ; 0.436064
48.17642 ; 0.411312
48.21915 ; 0.38871
48.26189 ; 0.368012
48.30462 ; 0.349009
48.36159 ; 0.325999
48.41857 ; 0.305317
48.47555 ; 0.286657
48.53252 ; 0.269765
48.59136 ; 0.253943
48.65021 ; 0.239572
48.70905 ; 0.226479
48.76789 ; 0.214517
48.84634 ; 0.20011
48.92479 ; 0.187235
49.00325 ; 0.175682
49.0817 ; 0.165273
49.16016 ; 0.155864
49.24257 ; 0.146921
49.32497 ; 0.138825
49.40738 ; 0.131475
49.48979 ; 0.124783
49.5722 ; 0.118677
49.65461 ; 0.113091
49.77823 ; 0.105571
49.88371 ; 0.0998636
50.01227 ; 0.093663
50.14083 ; 0.0881836
50.26939 ; 0.0833389
50.39795 ; 0.0790631
50.5265 ; 0.0753094
50.65506 ; 0.0720484
50.78362 ; 0.0692796
50.89139 ; 0.0673779
50.97836 ; 0.0661856
51.06534 ; 0.0654061
51.13057 ; 0.0652095
51.17405 ; 0.0653453
51.215 ; 0.065745
51.25342 ; 0.0664438
51.29183 ; 0.0675668
51.32065 ; 0.0687749
51.34946 ; 0.0703827
51.37827 ; 0.0724839
51.40708 ; 0.0751848
51.42629 ; 0.0773749
51.4455 ; 0.0799168
51.4647 ; 0.0828432
51.48391 ; 0.0861835
51.50312 ; 0.0899615
51.52841 ; 0.0956284
51.55371 ; 0.102085
51.579 ; 0.109291
51.60429 ; 0.117155
51.63802 ; 0.128393
51.7004 ; 0.149631
51.73051 ; 0.158958
51.75846 ; 0.166381
51.7771 ; 0.170438
51.79574 ; 0.173645
51.81609 ; 0.176066
51.83643 ; 0.177272
51.84661 ; 0.177401
51.86699 ; 0.176703
51.88398 ; 0.175156
51.90097 ; 0.172765
51.91796 ; 0.169582
51.94287 ; 0.163631
51.96778 ; 0.156402
51.99409 ; 0.14773
52.02319 ; 0.137365
52.07884 ; 0.117056
52.10414 ; 0.108266
52.12943 ; 0.100038
52.15472 ; 0.0925003
52.18002 ; 0.0857233
52.19688 ; 0.0816405
52.21609 ; 0.0774093
52.2353 ; 0.07361
52.2545 ; 0.0702189
52.27371 ; 0.067207
52.29292 ; 0.0645418
52.31213 ; 0.0621893
52.33133 ; 0.0601158
52.36015 ; 0.0574576
52.38896 ; 0.0552527
52.41777 ; 0.0534132
52.44658 ; 0.0518654
52.485 ; 0.050154
52.52222 ; 0.048787
52.57628 ; 0.0471686
52.63034 ; 0.045856
52.6844 ; 0.0447563
52.75647 ; 0.0435219
52.86459 ; 0.0420058
52.93666 ; 0.0411495
53.08082 ; 0.0396876
53.22497 ; 0.0384608
53.4412 ; 0.0369151
53.65743 ; 0.035615
53.89705 ; 0.03438
54.13667 ; 0.0333103
54.4961 ; 0.0319465
54.85554 ; 0.030809
55.21497 ; 0.0298509
55.5744 ; 0.0290401
56.05364 ; 0.0281502
56.53288 ; 0.0274406
57.01213 ; 0.0268814
57.70056 ; 0.0262957
58.32814 ; 0.0259773
58.95572 ; 0.0258387
59.16492 ; 0.0258359
59.88067 ; 0.0259685
60.35785 ; 0.0261973
60.83502 ; 0.0265568
61.31219 ; 0.0270709
61.78937 ; 0.027769
62.14725 ; 0.0284399
62.50513 ; 0.0292707
62.863 ; 0.0302973
63.20304 ; 0.0315046
63.42379 ; 0.0324371
63.64453 ; 0.0335145
63.86528 ; 0.0347617
64.08602 ; 0.0362114
64.30677 ; 0.0379166
64.47233 ; 0.0394023
64.63789 ; 0.0410991
64.80288 ; 0.0430396
64.96675 ; 0.0452633
65.13062 ; 0.0478457
65.23987 ; 0.0498056
65.34911 ; 0.0519901
65.45836 ; 0.054435
65.5676 ; 0.0571831
65.66334 ; 0.0598818
65.74555 ; 0.0624497
65.82777 ; 0.0652827
65.90998 ; 0.0684186
65.9922 ; 0.0719027
66.07442 ; 0.075789
66.15663 ; 0.0801424
66.23885 ; 0.0850416
66.31138 ; 0.0898932
66.37423 ; 0.0945622
66.43707 ; 0.0997286
66.49991 ; 0.105466
66.56276 ; 0.111864
66.6256 ; 0.119029
66.68845 ; 0.12709
66.73558 ; 0.133819
66.78272 ; 0.141222
66.83114 ; 0.149629
66.87957 ; 0.15897
66.928 ; 0.169392
66.97643 ; 0.181073
67.01275 ; 0.190789
67.04907 ; 0.201444
67.0854 ; 0.213167
67.12172 ; 0.226112
67.15804 ; 0.240461
67.18828 ; 0.2536359
67.22454 ; 0.271134
67.25174 ; 0.2856519
67.27894 ; 0.301539
67.30614 ; 0.318986
67.33334 ; 0.338219
67.36054 ; 0.35951
67.38774 ; 0.38319
67.41494 ; 0.409666
67.44214 ; 0.43944
67.46719 ; 0.470328
67.48797 ; 0.498898
67.50875 ; 0.5306
67.52953 ; 0.56594
67.55031 ; 0.605532
67.57109 ; 0.650106
67.58494 ; 0.68302
67.5988 ; 0.718839
67.61265 ; 0.757905
67.6265 ; 0.800598
67.64036 ; 0.847349
67.65421 ; 0.898634
67.66806 ; 0.954985
67.68191 ; 1.01699
67.69796 ; 1.09675
67.71401 ; 1.18609
67.72471 ; 1.25157
67.73541 ; 1.32224
67.74611 ; 1.39851
67.75681 ; 1.48083
67.76751 ; 1.56965
67.77821 ; 1.66544
67.78891 ; 1.7687
67.79961 ; 1.87992
67.81031 ; 1.99963
67.82101 ; 2.12834
67.83171 ; 2.26658
67.8424 ; 2.414849
67.85724 ; 2.63792
67.86963 ; 2.84083
67.88203 ; 3.05947
67.89442 ; 3.29448
67.90682 ; 3.54636
67.91921 ; 3.81555
67.93574 ; 4.20188
67.95227 ; 4.61971
67.9688 ; 5.06874
67.98533 ; 5.547971
68.00205 ; 6.06193
68.02714 ; 6.881681
68.05223 ; 7.74856
68.12521 ; 10.3623
68.15224 ; 11.2778
68.17814 ; 12.0779
68.19672 ; 12.5876
68.21531 ; 13.0313
68.23085 ; 13.3448
68.24639 ; 13.6004
68.26193 ; 13.7941
68.27747 ; 13.9229
68.29437 ; 13.9866
68.3 ; 13.99
68.3158 ; 13.9517
68.33159 ; 13.8436
68.35054 ; 13.6246
68.36738 ; 13.3523
68.38422 ; 13.0122
68.40105 ; 12.6105
68.42186 ; 12.0398
68.44664 ; 11.2731
68.47389 ; 10.3509
68.54811 ; 7.69872
68.57033 ; 6.93266
68.58981 ; 6.29026
68.60793 ; 5.72332
68.62605 ; 5.189531
68.64417 ; 4.69139
68.66229 ; 4.23038
68.67915 ; 3.83507
68.69351 ; 3.52404
68.70787 ; 3.23605
68.72223 ; 2.97042
68.73659 ; 2.72629
68.75095 ; 2.50265
68.76531 ; 2.29837
68.77967 ; 2.11228
